ID_INMUEBLE,ID _ESTADO,ESTADO,INSTITUCIÓN_A_CARGO_DEL_INMUEBLE,DENOMINACIÓN_INMUEBLE,TIPO_VIALIDAD,NOMBRE_VIALIDAD,NUMERO_EXTERIOR,NUMERO_INTERIOR,TIPO_ASENTAMIENTO,ID_LOCALIDAD,NOMBRE_LOCALIDAD,ID_MUNICIPIO,MUNICIPIO,CODIGO_POSTAL,NATURALEZA_INMUEBLE,TIPO_INMUEBLE,USO_INMUEBLE,OPERACION_ORIGEN,VALOR_CATASTRAL,TITULO_PROPIEDAD
709,13,Hidalgo,Oficialía Mayor,Preescolar Indígena Vicente Guerrero,Calle,Domicilio conocido,sin número,sin número,Colonia,0001,Acaxochitlán,02,Acaxochitlán,43726,Urbana,Edificación,Preescolar Indígena,Donación a favor de Gobierno del Estado de Hidalgo,353774.1842,Contrato de Donación y Transmisión de Derechos Posesorios CD y TDP 2003 004 de fecha 16 de diciembre del 2003.
710,13,Hidalgo,Oficialía Mayor,Preescolar Indígena María Montessori,Calle,Domicilio conocido,sin número,sin número,Colonia,0001,Acaxochitlán,02,Acaxochitlán,43720,Urbana,Edificación,Preescolar Indígena,Donación a favor de Gobierno del Estado de Hidalgo,1024960.406,Contrato de Donación y Transmisión de Derechos Posesorios CD y TDP 2003 004 de fecha 16 de diciembre del 2003.
711,13,Hidalgo,Oficialía Mayor,Primaria Indígena Venustiano Carranza,Calle,Plaza Principal ,sin número,sin número,Colonia,0001,Acaxochitlán,02,Acaxochitlán,43726,Urbana,Edificación,Primaria Indígena,Donación a favor de Gobierno del Estado de Hidalgo,5272191.974,
712,13,Hidalgo,Oficialía Mayor,Primaria Indígena José María Morelos,Calle,Domicilio conocido,sin número,sin número,Colonia,0001,Acaxochitlán,02,Acaxochitlán,43720,Urbana,Edificación,Primaria Indígena,Donación a favor de Gobierno del Estado de Hidalgo,5289050.989,
713,13,Hidalgo,Oficialía Mayor,Telesecundaria 653,Calle,Domicilio conocido,sin número,sin número,Colonia,0001,Acaxochitlán,02,Acaxochitlán,43726,Urbana,Edificación,Telesecundaria,Donación a favor de Gobierno del Estado de Hidalgo,1749616.992,
714,13,Hidalgo,Oficialía Mayor,Primaria General Francisco I. Madero,Calle,Domicilio conocido,sin número,sin número,Colonia,0001,Acaxochitlán,02,Acaxochitlán,43721,Urbana,Edificación,Primaria General,Donación a favor de Gobierno del Estado de Hidalgo,1259839.183,Contrato de Donación y Transmisión de Derechos Posesorios CD y TDP 2003 004 de fecha 16 de diciembre del 2003.
715,13,Hidalgo,Oficialía Mayor,Primaria General Emiliano Zapata,Calle,Domicilio conocido,sin número,sin número,Colonia,0001,Acaxochitlán,02,Acaxochitlán,43720,Urbana,Edificación,Primaria General,Donación a favor de Gobierno del Estado de Hidalgo,4170088.131,
716,13,Hidalgo,Oficialía Mayor,Preescolar General Agua de Cristal,Calle,Domicilio conocido,sin número,sin número,Colonia,0001,Acaxochitlán,02,Acaxochitlán,43734,Urbana,Edificación,Preescolar General,Donación a favor de Gobierno del Estado de Hidalgo,599266.57,
717,13,Hidalgo,Oficialía Mayor,Primaria Indígena Niños Héroes de Chapultepec,Calle, Principal ,sin número,sin número,Colonia,0001,Acaxochitlán,02,Acaxochitlán,43734,Urbana,Edificación,Primaria Indígena,Donación a favor de Gobierno del Estado de Hidalgo,8004589.537,Contrato de Donación y Transmisión de Derechos Posesorios CD y TDP 2003 004 de fecha 16 de diciembre del 2003.
718,13,Hidalgo,Oficialía Mayor,Telesecundaria 696,Calle,Domicilio conocido,sin número,sin número,Colonia,0001,Acaxochitlán,02,Acaxochitlán,43734,Urbana,Edificación,Telesecundaria,Donación a favor de Gobierno del Estado de Hidalgo,15212711.4,Contrato de Donación y Transmisión de Derechos Posesorios CD y TDP 2003 004 de fecha 16 de diciembre del 2003.
719,13,Hidalgo,Oficialía Mayor,Preescolar General Lic. Alfonso Cravioto,Calle,Domicilio conocido,sin número,sin número,Colonia,0001,Tepeyahualco,02,Acaxochitlán,43730,Urbana,Edificación,Preescolar General,Donación a favor de Gobierno del Estado de Hidalgo,677431.7747,Contrato de Donación y Transmisión de Derechos Posesorios CD y TDP 2003 004 de fecha 16 de diciembre del 2003.
720,13,Hidalgo,Oficialía Mayor,Primaria General Miguel Hidalgo,Calle,Zaragoza ,sin número,sin número,Colonia,0001,Apan,08,Apan,43920,Urbana,Edificación,Primaria General,Donación a favor de Gobierno del Estado de Hidalgo,2679840.403,Contrato de Donación y Transmisión de Derechos Posesorios CD y TDP 2003 004 de fecha 16 de diciembre del 2003.
721,13,Hidalgo,Oficialía Mayor,Telesecundaria 9,Avenida, Juárez ,sin número,sin número,Colonia,0001,Apan,08,Apan,43920,Urbana,Edificación,Telesecundaria,Donación a favor de Gobierno del Estado de Hidalgo,4167789.154,
722,13,Hidalgo,Oficialía Mayor,Primaria General Diez de Mayo,Calle,Juan Montaño,1,sin número,Colonia,0001,Apan,08,Apan,43916,Urbana,Edificación,Primaria General,Donación a favor de Gobierno del Estado de Hidalgo,2591840.687,Contrato de Donación y Transmisión de Derechos Posesorios CD y TDP 2003 004 de fecha 16 de diciembre del 2003.
723,13,Hidalgo,Oficialía Mayor,Telesecundaria 477,Calle,Domicilio conocido,sin número,sin número,Colonia,0001,Apan,08,Apan,43916,Urbana,Edificación,Telesecundaria,Donación a favor de Gobierno del Estado de Hidalgo,3904364.751,Contrato de Donación y Transmisión de Derechos Posesorios CD y TDP 2003 004 de fecha 16 de diciembre del 2003.
724,13,Hidalgo,Oficialía Mayor,Secundaria General Miguel Hidalgo,Calle,Reforma Norte,sin número,sin número,Colonia,0001,Centro,08,Apan,43900,Urbana,Edificación,Secundaria General,Donación a favor de Gobierno del Estado de Hidalgo,23542159.1,Contrato de Donación y Transmisión de Derechos Posesorios CD y TDP 2003 004 de fecha 16 de diciembre del 2003.
725,13,Hidalgo,Oficialía Mayor,Secundaria General Jesús Romero Flores,Carretera,Apan-Tepeapulco  ,Kilómetro 1.5,sin número,Colonia,0001,Apan,08,Apan,43917,Urbana,Edificación,Secundaria General,Donación a favor de Gobierno del Estado de Hidalgo,81485948.77,Contrato de Donación y Transmisión de Derechos Posesorios CD y TDP 2003 004 de fecha 16 de diciembre del 2003.
726,13,Hidalgo,Oficialía Mayor,Preescolar General Federico Froebel,Calle,Niños Héroes ,20,sin número,Colonia,0001,Centro,08,Apan,43900,Urbana,Edificación,Preescolar General,Donación a favor de Gobierno del Estado de Hidalgo,3473562.078,
727,13,Hidalgo,Oficialía Mayor,Preescolar General Don Quijote de la Mancha,Calle,Ramos Arizpe ,sin número,sin número,Colonia,0001,San Miguel del Arco,08,Apan,43900,Urbana,Edificación,Preescolar General,Donación a favor de Gobierno del Estado de Hidalgo,1891291.425,
728,13,Hidalgo,Oficialía Mayor,Centro de Atención Múltiple (Cam) Centro de Atención Múltiple número 23,Calle,1 de Mayo ,sin número,sin número,Colonia,0001,Villas Taurinas,08,Apan,43909,Urbana,Edificación,Centro de Atención Múltiple (Cam),Donación a favor de Gobierno del Estado de Hidalgo,6730062.448,
729,13,Hidalgo,Oficialía Mayor,Primaria General Profesora Ma. Luisa Soto Velasco,Calle,Miguel Hidalgo Poniente ,45,sin número,Colonia,0001,Los Capulínes,08,Apan,43908,Urbana,Edificación,Primaria General,Donación a favor de Gobierno del Estado de Hidalgo,10164286.48,Contrato de Donación y Transmisión de Derechos Posesorios CD y TDP 2003 004 de fecha 16 de diciembre del 2003.
730,13,Hidalgo,Oficialía Mayor,Primaria General Javier Rojo Gómez,Calle, Sin Nombre ,sin número,sin número,Colonia,0001,Bellavista,08,Apan,43904,Urbana,Edificación,Primaria General,Donación a favor de Gobierno del Estado de Hidalgo,9489664.567,Contrato de Donación y Transmisión de Derechos Posesorios CD y TDP 2003 004 de fecha 16 de diciembre del 2003.
731,13,Hidalgo,Oficialía Mayor,Primaria General Manuel Sabino Crespo,Calle,Morelos Oriente,53,sin número,Colonia,0001,Centro,08,Apan,43900,Urbana,Edificación,Primaria General,Donación a favor de Gobierno del Estado de Hidalgo,3285493.019,
732,13,Hidalgo,Oficialía Mayor,Primaria General Joséfa Ortíz de Domínguez,Calle,Batallón de San Patricio ,sin número,sin número,Colonia,0001,Joséfa Ortíz de Domínguez,08,Apan,43903,Urbana,Edificación,Primaria General,Donación a favor de Gobierno del Estado de Hidalgo,6083092.113,Contrato de Donación y Transmisión de Derechos Posesorios CD y TDP 2003 004 de fecha 16 de diciembre del 2003.
733,13,Hidalgo,Oficialía Mayor,Primaria General José María Morelos,Calle,Zaragoza Norte ,23,sin número,Colonia,0001,Centro,08,Apan,43900,Urbana,Edificación,Primaria General,Donación a favor de Gobierno del Estado de Hidalgo,13309414.21,Contrato de Donación y Transmisión de Derechos Posesorios CD y TDP 2003 004 de fecha 16 de diciembre del 2003.
734,13,Hidalgo,Oficialía Mayor,Primaria General Juan A. Hernández,Calle,Insurgentes Poniente ,37,sin número,Colonia,0001,San Francisco,08,Apan,43900,Urbana,Edificación,Primaria General,Donación a favor de Gobierno del Estado de Hidalgo,6514916.553,Contrato de Donación y Transmisión de Derechos Posesorios CD y TDP 2003 004 de fecha 16 de diciembre del 2003.
735,13,Hidalgo,Oficialía Mayor,Primaria General Vicente Guerrero,Calle,13 de Septiembre ,1,sin número,Colonia,0001,Vicente Guerrero,08,Apan,43905,Urbana,Edificación,Primaria General,Donación a favor de Gobierno del Estado de Hidalgo,9914336.636,Contrato de Donación y Transmisión de Derechos Posesorios CD y TDP 2003 004 de fecha 16 de diciembre del 2003.
736,13,Hidalgo,Oficialía Mayor,Secundaria General Cultura y Patria,Avenida, de los Pinos ,sin número,sin número,Colonia,0001,Apan,08,Apan,43920,Urbana,Edificación,Secundaria General,Donación a favor de Gobierno del Estado de Hidalgo,13152381.33,Contrato de Donación y Transmisión de Derechos Posesorios CD y TDP 2003 004 de fecha 16 de diciembre del 2003.
737,13,Hidalgo,Oficialía Mayor,Preescolar General Conde de Regla,Calle,de los Pinos ,sin número,sin número,Colonia,0001,Apan,08,Apan,43920,Urbana,Edificación,Preescolar General,Donación a favor de Gobierno del Estado de Hidalgo,1891291.425,Contrato de Donación y Transmisión de Derechos Posesorios CD y TDP 2003 004 de fecha 16 de diciembre del 2003.
738,13,Hidalgo,Oficialía Mayor,Primaria General Hermenegildo Galeana,Calle,Zaragoza ,40,sin número,Colonia,0001,Apan,08,Apan,43920,Urbana,Edificación,Primaria General,Donación a favor de Gobierno del Estado de Hidalgo,10700075.75,Contrato de Donación y Transmisión de Derechos Posesorios CD y TDP 2003 004 de fecha 16 de diciembre del 2003.
739,13,Hidalgo,Oficialía Mayor,Primaria General Joséfa Ortíz de Domínguez,Calle,Domicilio conocido,sin número,sin número,Colonia,0001,Apan,08,Apan,43918,Urbana,Edificación,Primaria General,Donación a favor de Gobierno del Estado de Hidalgo,996223.1982,Contrato de Donación y Transmisión de Derechos Posesorios CD y TDP 2003 004 de fecha 16 de diciembre del 2003.
740,13,Hidalgo,Oficialía Mayor,Preescolar General Profesora Ma. Elvira Alejandra Velasco Rojas,Calle,Laredo ,sin número,sin número,Colonia,0001,La Conchita,08,Apan,43900,Urbana,Edificación,Preescolar General,Donación a favor de Gobierno del Estado de Hidalgo,3964457.445,Contrato de Donación y Transmisión de Derechos Posesorios CD y TDP 2003 004 de fecha 16 de diciembre del 2003.
741,13,Hidalgo,Oficialía Mayor,Preescolar General Mina La Siciliana,Calle,Zaragoza ,sin número,sin número,Colonia,0001,Apan,08,Apan,43920,Urbana,Edificación,Preescolar General,Donación a favor de Gobierno del Estado de Hidalgo,815881.2551,Contrato de Donación y Transmisión de Derechos Posesorios CD y TDP 2003 004 de fecha 16 de diciembre del 2003.
742,13,Hidalgo,Oficialía Mayor,Primaria General Miguel Hidalgo,Calle,Hidalgo y 5 de Mayo ,sin número,sin número,Colonia,0001,Apan,08,Apan,43920,Urbana,Edificación,Primaria General,Donación a favor de Gobierno del Estado de Hidalgo,7137300.61,Contrato de Donación y Transmisión de Derechos Posesorios CD y TDP 2003 004 de fecha 16 de diciembre del 2003.
743,13,Hidalgo,Oficialía Mayor,Preescolar General Mina El Rosario,Calle,Benito Juárez ,sin número,sin número,Colonia,0001,Apan,08,Apan,43921,Urbana,Edificación,Preescolar General,Donación a favor de Gobierno del Estado de Hidalgo,1076048.775,Contrato de Donación y Transmisión de Derechos Posesorios CD y TDP 2003 004 de fecha 16 de diciembre del 2003.
744,13,Hidalgo,Oficialía Mayor,Primaria General Gregorio Torres Quintero,Calle,Benito Juárez ,3,sin número,Colonia,0001,Apan,08,Apan,43921,Urbana,Edificación,Primaria General,Donación a favor de Gobierno del Estado de Hidalgo,4003540.047,Contrato de Donación y Transmisión de Derechos Posesorios CD y TDP 2003 004 de fecha 16 de diciembre del 2003.
745,13,Hidalgo,Oficialía Mayor,Telesecundaria 182,Avenida, Principal ,12,sin número,Colonia,0001,Apan,08,Apan,43921,Urbana,Edificación,Telesecundaria,Donación a favor de Gobierno del Estado de Hidalgo,12488104.81,Contrato de Donación y Transmisión de Derechos Posesorios CD y TDP 2003 004 de fecha 16 de diciembre del 2003.
746,13,Hidalgo,Oficialía Mayor,Primaria General Justo Sierra,Calle,Veracruz ,46,sin número,Colonia,0001,Loma Bonita,08,Apan,43906,Urbana,Edificación,Primaria General,Donación a favor de Gobierno del Estado de Hidalgo,2628474.88,Contrato de Donación y Transmisión de Derechos Posesorios CD y TDP 2003 004 de fecha 16 de diciembre del 2003.
747,13,Hidalgo,Oficialía Mayor,Preescolar General Anna Freud,Calle,Encino Poniente ,4,sin número,Colonia,0001,Apan,08,Apan,43900,Urbana,Edificación,Preescolar General,Donación a favor de Gobierno del Estado de Hidalgo,1606282.186,Contrato de Donación y Transmisión de Derechos Posesorios CD y TDP 2003 004 de fecha 16 de diciembre del 2003.
748,13,Hidalgo,Oficialía Mayor,Primaria General Justo Sierra,Calle,Pino ,2,sin número,Colonia,0001,Apan,08,Apan,43900,Urbana,Edificación,Primaria General,Donación a favor de Gobierno del Estado de Hidalgo,1793840.361,Contrato de Donación y Transmisión de Derechos Posesorios CD y TDP 2003 004 de fecha 16 de diciembre del 2003.
749,13,Hidalgo,Oficialía Mayor,Preescolar General Eva Samano de López Mateos,Calle,Paseo de los Capulínes,12,sin número,Colonia,0001,Los Capulínes,08,Apan,43908,Urbana,Edificación,Preescolar General,Donación a favor de Gobierno del Estado de Hidalgo,3189830.048,
750,13,Hidalgo,Oficialía Mayor,Preescolar General Gudea,Calle,Emiliano Zapata ,sin número,sin número,Colonia,0001,Apan,08,Apan,43900,Urbana,Edificación,Preescolar General,Donación a favor de Gobierno del Estado de Hidalgo,807451.6742,
751,13,Hidalgo,Oficialía Mayor,Primaria General Adolfo López Mateos,Calle,Domicilio conocido,sin número,sin número,Colonia,0001,Apan,08,Apan,43900,Urbana,Edificación,Primaria General,Donación a favor de Gobierno del Estado de Hidalgo,1225099.092,Contrato de Donación y Transmisión de Derechos Posesorios CD y TDP 2003 004 de fecha 16 de diciembre del 2003.
752,13,Hidalgo,Oficialía Mayor,Telesecundaria 679,Calle,Benito Juárez Norte ,sin número,sin número,Colonia,0001,Apan,08,Apan,43900,Urbana,Edificación,Telesecundaria,Donación a favor de Gobierno del Estado de Hidalgo,2945244.481,Contrato de Donación y Transmisión de Derechos Posesorios CD y TDP 2003 004 de fecha 16 de diciembre del 2003.
753,13,Hidalgo,Oficialía Mayor,Primaria General Francisco I. Madero,Calle,Domicilio conocido,sin número,sin número,Colonia,0001,Apan,08,Apan,43900,Urbana,Edificación,Primaria General,Donación a favor de Gobierno del Estado de Hidalgo,4322076.029,Contrato de Donación y Transmisión de Derechos Posesorios CD y TDP 2003 004 de fecha 16 de diciembre del 2003.
754,13,Hidalgo,Oficialía Mayor,Preescolar General Rosario Castellanos Figueroa,Calle,16 de Enero ,sin número,sin número,Colonia,0001,Apan,08,Apan,43923,Urbana,Edificación,Preescolar General,Donación a favor de Gobierno del Estado de Hidalgo,894685.0645,Contrato de Donación y Transmisión de Derechos Posesorios CD y TDP 2003 004 de fecha 16 de diciembre del 2003.
755,13,Hidalgo,Oficialía Mayor,Primaria General Miguel Hidalgo,Calle,Domicilio conocido,sin número,sin número,Colonia,0001,Apan,08,Apan,43923,Urbana,Edificación,Primaria General,Donación a favor de Gobierno del Estado de Hidalgo,1570328.746,
756,13,Hidalgo,Oficialía Mayor,Telesecundaria 183,Calle,Morelos ,6,sin número,Colonia,0001,Apan,08,Apan,43923,Urbana,Edificación,Telesecundaria,Donación a favor de Gobierno del Estado de Hidalgo,7696143.508,Contrato de Donación y Transmisión de Derechos Posesorios CD y TDP 2003 004 de fecha 16 de diciembre del 2003.
757,13,Hidalgo,Oficialía Mayor,Preescolar General Mina Camelia,Calle,Educación ,sin número,sin número,Colonia,0001,Apan,08,Apan,43921,Urbana,Edificación,Preescolar General,Donación a favor de Gobierno del Estado de Hidalgo,815370.3714,Contrato de Donación y Transmisión de Derechos Posesorios CD y TDP 2003 004 de fecha 16 de diciembre del 2003.
758,13,Hidalgo,Oficialía Mayor,Primaria General Emiliano Zapata,Calle,Domicilio conocido,sin número,sin número,Colonia,0001,Apan,08,Apan,43921,Urbana,Edificación,Primaria General,Donación a favor de Gobierno del Estado de Hidalgo,1641086.138,
759,13,Hidalgo,Oficialía Mayor,Primaria General Miguel Hidalgo,Calle,Domicilio conocido,sin número,sin número,Colonia,0001,Apan,08,Apan,43915,Urbana,Edificación,Primaria General,Donación a favor de Gobierno del Estado de Hidalgo,2955909.178,Contrato de Donación y Transmisión de Derechos Posesorios CD y TDP 2003 004 de fecha 16 de diciembre del 2003.
760,13,Hidalgo,Oficialía Mayor,Preescolar General Abraham Castellanos,Calle,Domicilio conocido,sin número,sin número,Colonia,0001,Apan,08,Apan,43915,Urbana,Edificación,Preescolar General,Donación a favor de Gobierno del Estado de Hidalgo,476143.6003,Contrato de Donación y Transmisión de Derechos Posesorios CD y TDP 2003 004 de fecha 16 de diciembre del 2003.
761,13,Hidalgo,Oficialía Mayor,Primaria General Benito Juárez,Calle,Domicilio conocido,sin número,sin número,Colonia,0001,Apan,08,Apan,43915,Urbana,Edificación,Primaria General,Donación a favor de Gobierno del Estado de Hidalgo,3641898.254,Contrato de Donación y Transmisión de Derechos Posesorios CD y TDP 2003 004 de fecha 16 de diciembre del 2003.
762,13,Hidalgo,Oficialía Mayor,Telesecundaria 218,Calle,Domicilio conocido,sin número,sin número,Colonia,0001,Apan,08,Apan,43915,Urbana,Edificación,Telesecundaria,Donación a favor de Gobierno del Estado de Hidalgo,11273489.44,Contrato de Donación y Transmisión de Derechos Posesorios CD y TDP 2003 004 de fecha 16 de diciembre del 2003.
